逕コ蜷繝輔Μ繧ャ繝諤ァ蛻・,邱乗焚,0豁ウ,1豁ウ,2豁ウ,3豁ウ,4豁ウ,5豁ウ,6豁ウ,7豁ウ,8豁ウ,9豁ウ,10豁ウ,11豁ウ,12豁ウ,13豁ウ,14豁ウ,15豁ウ,16豁ウ,17豁ウ,18豁ウ,19豁ウ,20豁ウ,21豁ウ,22豁ウ,23豁ウ,24豁ウ,25豁ウ,26豁ウ,27豁ウ,28豁ウ,29豁ウ,30豁ウ,31豁ウ,32豁ウ,33豁ウ,34豁ウ,35豁ウ,36豁ウ,37豁ウ,38豁ウ,39豁ウ,40豁ウ,41豁ウ,42豁ウ,43豁ウ,44豁ウ,45豁ウ,46豁ウ,47豁ウ,48豁ウ,49豁ウ,50豁ウ,51豁ウ,52豁ウ,53豁ウ,54豁ウ,55豁ウ,56豁ウ,57豁ウ,58豁ウ,59豁ウ,60豁ウ,61豁ウ,62豁ウ,63豁ウ,64豁ウ,65豁ウ,66豁ウ,67豁ウ,68豁ウ,69豁ウ,70豁ウ,71豁ウ,72豁ウ,73豁ウ,74豁ウ,75豁ウ,76豁ウ,77豁ウ,78豁ウ,79豁ウ,80豁ウ,81豁ウ,82豁ウ,83豁ウ,84豁ウ,85豁ウ,86豁ウ,87豁ウ,88豁ウ,89豁ウ,90豁ウ,91豁ウ,92豁ウ,93豁ウ,94豁ウ,95豁ウ,96豁ウ,97豁ウ,98豁ウ,99豁ウ,100豁ウ莉・荳
逎ッ蟄仙玄蜷郁ィ繧、繧ス繧エ繧ッ_繧エ繧ヲ繧ア繧、,逕キ,82954,756,758,746,755,677,696,699,728,683,705,694,646,715,707,739,743,814,834,906,975,962,953,1056,1152,1233,1311,1371,1448,1553,1687,1566,1527,1532,1510,1452,1471,1131,1353,1180,1249,1094,1126,1035,1013,1068,989,1032,1086,964,1117,1170,1331,1421,1579,1551,1495,1037,1059,1262,1256,1257,1194,992,963,887,935,920,949,865,880,791,742,686,707,626,577,536,516,388,343,316,249,208,178,156,127,141,95,88,74,51,44,30,40,14,7,10,6,6,2,0
蟲ー逕コ,繝溘ロ繝√Ι繧ヲ,螂ウ,180,0,1,1,1,1,1,0,3,1,1,1,1,0,0,1,1,1,2,2,0,4,3,3,2,1,2,3,1,0,1,4,2,1,2,1,1,1,5,1,0,3,1,2,0,1,1,5,2,3,0,0,3,4,5,2,6,5,3,2,4,3,3,6,1,2,1,1,5,0,2,5,2,2,6,2,1,3,0,2,2,2,1,0,2,1,2,2,2,1,0,2,1,2,1,1,0,0,0,1,1,0
譁ー譽ョ逕コ,繧キ繝ウ繝「繝ェ繝√Ι繧ヲ,逕キ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
譁ー譽ョ逕コ,繧キ繝ウ繝「繝ェ繝√Ι繧ヲ,螂ウ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
譽ョ荳ク∫岼,繝「繝ェ1,逕キ,2747,22,20,24,16,17,23,20,18,17,19,18,22,22,14,15,17,27,19,23,31,19,32,27,37,38,49,37,41,52,53,49,39,61,32,48,40,39,41,41,43,32,34,35,31,35,37,36,31,28,37,29,39,50,58,55,63,51,58,52,57,52,49,37,36,31,46,38,45,29,36,36,27,19,34,25,32,22,21,13,14,9,5,2,3,5,0,0,4,1,2,1,2,0,0,0,0,1,0,0,0,0
譽ョ荳ク∫岼,繝「繝ェ1,螂ウ,3214,26,19,27,21,22,24,16,14,14,20,17,17,18,20,16,21,23,25,20,36,25,45,32,30,36,39,47,62,53,55,51,44,38,46,45,53,38,33,46,24,44,44,41,30,35,27,42,37,50,37,60,54,63,62,70,65,51,39,64,54,57,50,70,51,47,51,58,60,48,60,49,57,48,29,23,26,39,25,22,16,18,12,6,11,5,6,8,9,7,4,3,4,1,3,1,1,0,0,0,0,2
譽ョ莠御ク∫岼,繝「繝ェ2,逕キ,987,12,7,11,9,11,14,10,10,7,8,9,5,7,8,12,5,5,6,9,8,13,12,12,10,12,15,19,17,24,21,20,26,22,28,20,22,12,19,20,19,17,17,19,13,16,13,9,16,12,13,12,14,16,19,16,16,11,12,5,17,15,14,12,10,10,11,12,8,4,8,4,5,4,7,4,6,9,5,5,2,3,2,3,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
譽ョ莠御ク∫岼,繝「繝ェ2,螂ウ,993,12,7,13,7,9,9,11,4,9,7,9,7,5,5,5,3,8,5,6,5,13,11,13,9,8,16,18,18,15,33,21,23,22,17,20,17,12,19,19,24,21,19,9,14,7,9,13,8,11,7,15,10,14,24,14,24,8,17,16,18,17,13,9,6,5,14,12,9,12,9,8,12,7,12,5,8,8,4,2,2,9,3,5,3,4,3,4,4,3,1,2,2,1,1,1,0,0,0,1,0,0
譽ョ荳我ク∫岼,繝「繝ェ3,逕キ,1302,13,11,8,9,7,6,8,11,6,7,8,6,16,12,11,11,21,14,23,11,10,24,18,17,25,25,15,21,27,22,16,24,19,23,22,23,23,19,15,18,16,18,15,15,20,15,14,20,22,23,22,25,20,28,20,26,17,18,19,19,22,22,17,17,15,16,9,13,14,17,19,11,8,8,6,7,13,7,3,5,8,2,3,3,3,2,5,1,3,3,1,2,0,0,0,0,0,0,0,0,0
譽ョ荳我ク∫岼,繝「繝ェ3,螂ウ,1429,8,10,4,6,8,10,4,11,8,8,10,9,12,8,13,19,12,16,13,18,17,18,23,24,20,20,19,15,24,20,25,11,21,21,12,15,21,19,16,28,18,16,17,17,16,19,11,19,18,21,18,24,26,35,25,26,15,20,25,24,27,27,25,11,19,22,20,16,22,16,13,15,13,11,16,16,11,13,12,16,14,11,7,7,12,4,5,1,4,5,1,1,6,2,1,0,0,0,1,0,0
譽ョ蝗帑ク∫岼,繝「繝ェ4,逕キ,852,10,9,12,2,14,8,6,10,10,3,11,14,5,10,9,19,7,10,11,12,9,6,7,6,10,17,12,9,20,10,25,17,18,19,18,17,11,14,19,14,10,16,23,12,15,11,19,15,13,12,14,15,21,8,14,10,9,6,6,11,8,12,7,6,4,6,5,4,6,5,8,4,6,7,6,4,3,3,4,1,1,4,2,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
譽ョ蝗帑ク∫岼,繝「繝ェ4,螂ウ,852,8,12,10,8,5,8,1,4,4,7,3,7,15,10,12,13,11,12,13,12,10,8,10,10,14,9,13,10,24,21,14,24,17,14,14,21,17,11,11,11,18,11,26,15,10,16,9,16,11,11,15,14,13,9,9,15,6,6,6,14,12,12,7,5,4,5,11,10,5,2,10,10,6,3,6,7,5,3,2,1,2,2,1,2,2,2,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0
譽ョ莠比ク∫岼,繝「繝ェ5,逕キ,873,5,5,7,4,2,5,4,7,2,5,9,7,7,8,14,9,10,12,12,10,8,15,15,18,14,22,22,10,10,16,14,12,11,14,13,18,11,14,8,12,11,10,11,8,8,10,11,14,6,9,18,12,12,21,22,19,8,11,14,11,16,11,8,9,8,11,11,4,8,8,9,9,10,9,10,7,4,7,3,11,5,5,6,3,3,1,2,2,0,0,2,2,1,0,0,0,0,0,1,0,0
譽ョ莠比ク∫岼,繝「繝ェ5,螂ウ,900,8,12,5,8,5,9,5,5,8,6,5,6,4,9,3,7,6,7,7,9,20,11,13,12,17,19,15,16,11,12,9,9,12,16,14,15,9,9,8,6,9,14,6,9,7,10,10,11,14,13,13,17,17,16,19,15,10,9,11,9,19,13,12,8,11,17,10,13,8,5,9,17,13,19,7,4,11,13,5,11,8,6,8,5,5,2,4,1,0,3,3,2,1,1,0,0,0,0,0,0,0
譽ョ蜈ュ荳∫岼,繝「繝ェ6,逕キ,1660,26,16,29,11,12,18,12,20,17,16,16,14,13,20,19,18,11,13,13,14,15,21,21,20,25,25,35,34,36,38,28,23,29,34,35,36,26,41,37,31,25,31,20,20,17,25,17,23,24,9,20,18,23,27,29,20,10,18,19,20,12,22,14,18,12,14,17,15,14,13,15,17,13,14,20,8,9,14,14,10,8,5,9,3,1,3,5,0,1,1,1,2,1,2,0,0,0,0,0,0,0
譽ョ蜈ュ荳∫岼,繝「繝ェ6,螂ウ,1590,14,13,13,24,19,16,20,19,17,13,10,13,14,16,11,9,11,16,14,16,16,17,9,17,15,17,22,27,28,35,39,21,30,24,35,41,22,21,22,17,25,24,18,17,19,20,21,19,11,18,22,18,27,20,28,23,14,22,13,21,14,23,32,15,15,20,25,23,14,18,22,29,26,19,10,14,12,6,13,9,9,15,7,4,8,2,2,1,2,1,1,1,1,1,0,0,2,0,0,0,1
譽ョ縺御ク倅クク∫岼,繝「繝ェ繧ャ繧ェ繧ォ1,逕キ,698,4,5,7,4,1,8,8,4,5,4,10,3,3,9,1,8,5,2,4,10,7,5,7,8,11,13,13,8,5,16,3,8,10,13,6,15,6,9,6,11,11,7,10,11,12,9,8,6,5,6,6,8,12,8,15,13,13,12,15,11,8,7,11,7,4,7,6,12,12,11,13,13,11,7,9,9,8,9,10,7,6,3,7,3,3,2,1,4,2,1,0,0,1,0,0,0,1,0,0,0,0
譽ョ縺御ク倅クク∫岼,繝「繝ェ繧ャ繧ェ繧ォ1,螂ウ,761,2,0,8,6,3,5,3,4,8,0,6,5,4,5,7,3,9,10,9,4,10,5,14,11,12,7,7,8,7,9,8,8,10,12,9,13,8,6,17,6,11,11,13,13,5,11,8,12,3,5,6,18,10,17,16,13,6,8,11,10,11,7,5,7,13,7,12,12,16,13,13,12,16,17,8,12,10,8,9,4,10,5,3,5,4,7,3,6,2,3,1,1,1,1,1,1,0,0,0,0,0
譽ョ縺御ク倅コ御ク∫岼,繝「繝ェ繧ャ繧ェ繧ォ2,逕キ,882,2,2,2,5,3,3,6,6,9,12,7,3,6,14,5,9,4,8,14,11,13,14,10,11,12,9,16,11,12,11,16,9,14,8,11,13,11,11,12,12,12,15,9,10,14,18,19,11,8,11,18,12,12,15,12,15,12,14,15,20,14,10,10,8,9,11,11,8,9,11,10,12,14,14,14,7,15,5,7,8,6,3,2,4,3,1,4,1,0,5,0,3,2,2,0,0,0,0,0,0,0
譽ョ縺御ク倅コ御ク∫岼,繝「繝ェ繧ャ繧ェ繧ォ2,螂ウ,969,6,3,5,5,4,8,9,8,10,9,6,11,5,3,10,9,4,11,6,8,18,13,14,13,12,9,8,12,11,18,10,12,7,13,13,12,9,16,18,13,6,15,22,17,5,7,8,14,15,12,13,17,15,11,17,20,8,10,11,15,14,20,10,11,14,10,14,24,14,17,18,13,14,12,22,12,7,9,6,7,5,10,5,4,4,3,2,3,3,2,3,1,5,1,1,0,0,0,0,0,0
荳ュ豬懃伴,繝翫き繝上,逕キ,670,5,3,5,6,3,4,1,4,2,1,3,3,12,2,3,5,9,6,7,10,8,5,10,10,14,3,5,15,9,21,7,16,15,19,11,5,6,9,7,8,7,8,12,7,9,8,5,11,6,10,6,14,11,11,19,18,11,12,10,12,9,11,8,12,9,9,3,7,6,9,4,7,7,6,7,6,3,3,2,6,5,2,3,7,3,0,4,2,0,0,2,1,1,1,1,0,0,0,0,0,0
荳ュ豬懃伴,繝翫き繝上,螂ウ,706,3,11,6,6,2,5,2,2,3,7,2,2,7,5,3,9,3,3,6,4,7,8,9,8,9,10,11,7,6,12,7,6,5,10,13,7,4,8,12,6,4,11,5,3,8,13,7,7,5,7,8,5,15,10,15,9,10,4,20,8,13,9,6,13,9,7,14,6,13,9,10,10,10,11,10,11,11,14,11,10,4,12,4,8,7,5,1,6,2,2,5,3,4,3,1,0,1,0,0,0,1
譁ー荳ュ蜴溽伴,繧キ繝ウ繝翫き繝上Λ,逕キ,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
譁ー荳ュ蜴溽伴,繧キ繝ウ繝翫き繝上Λ,螂ウ,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
荳ュ蜴滉クク∫岼,繝翫き繝上Λ1,逕キ,934,5,8,6,9,6,4,7,9,1,4,5,1,10,3,7,4,8,5,9,9,6,12,16,19,30,18,24,28,23,26,20,14,20,21,13,21,13,19,13,13,11,6,14,6,9,10,14,10,6,13,10,17,15,23,8,22,14,8,15,17,15,15,14,18,10,8,10,4,10,6,7,10,3,8,5,8,8,3,5,3,3,3,0,4,5,3,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0
荳ュ蜴滉クク∫岼,繝翫き繝上Λ1,螂ウ,920,7,4,6,6,3,2,2,5,6,1,8,4,5,11,5,7,8,8,8,9,6,16,11,13,8,15,13,17,17,15,17,9,15,17,15,12,10,7,9,14,11,6,5,2,10,5,10,6,14,7,17,9,13,19,19,20,9,11,11,11,20,18,14,23,16,14,15,20,19,12,10,12,14,19,5,10,6,6,11,11,9,9,7,5,4,3,8,3,2,5,1,1,0,1,0,0,1,0,0,0,0
荳ュ蜴滉コ御ク∫岼,繝翫き繝上Λ2,逕キ,959,6,6,2,6,5,11,5,9,2,12,5,7,10,6,9,11,8,7,9,16,12,12,17,16,15,21,17,19,12,15,12,19,7,14,21,18,13,17,12,17,15,6,13,16,11,12,14,10,4,14,15,18,18,23,19,22,11,9,14,21,19,15,8,11,4,14,13,12,11,9,9,5,9,9,9,11,7,3,4,2,4,6,1,3,4,3,2,1,2,2,0,0,0,1,2,0,0,0,1,0,0
荳ュ蜴滉コ御ク∫岼,繝翫き繝上Λ2,螂ウ,925,3,10,7,8,4,4,3,5,3,2,6,3,8,6,5,7,6,7,5,12,9,9,15,16,17,26,17,14,14,8,23,15,11,11,12,14,6,10,11,10,8,15,7,9,9,7,10,9,13,14,12,8,21,23,13,19,13,10,7,17,21,16,14,10,11,10,16,12,9,19,7,13,9,8,13,7,17,10,6,10,5,5,10,9,6,2,5,3,1,0,1,3,1,3,1,2,2,2,0,0,0
荳ュ蜴滉ク我ク∫岼,繝翫き繝上Λ3,逕キ,1109,10,13,14,11,10,10,12,16,10,11,15,6,8,15,13,11,9,9,9,10,11,8,16,14,26,11,15,19,20,19,28,25,29,17,25,25,17,12,14,13,19,23,9,16,18,15,14,14,10,18,17,12,25,15,23,11,9,12,15,19,16,14,13,11,9,6,12,13,11,10,11,12,12,11,2,3,10,6,4,5,6,2,1,0,1,0,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0
荳ュ蜴滉ク我ク∫岼,繝翫き繝上Λ3,螂ウ,1086,9,12,7,10,11,10,12,9,9,5,13,12,9,9,8,9,5,10,9,10,9,7,17,13,15,11,13,19,17,21,22,23,21,19,24,20,16,9,16,15,10,10,12,15,18,15,13,10,18,6,17,15,22,16,19,20,12,11,12,22,14,10,10,14,7,11,15,13,16,9,6,12,14,6,4,8,9,8,11,4,8,8,5,5,4,6,1,3,8,7,4,2,3,2,2,0,3,2,2,0,2
荳ュ蜴溷屁荳∫岼,繝翫き繝上Λ4,逕キ,1146,6,8,15,12,7,8,6,12,6,9,6,7,10,4,11,11,14,11,9,12,19,11,10,13,22,21,19,16,17,22,21,20,28,25,21,18,15,34,18,13,15,12,10,20,18,12,14,12,7,9,16,22,16,22,25,23,11,18,20,20,16,10,11,11,11,9,14,7,14,17,19,10,6,8,10,9,11,10,6,9,8,3,3,2,5,3,4,3,3,2,0,1,0,1,1,0,0,0,0,0,0
荳ュ蜴溷屁荳∫岼,繝翫き繝上Λ4,螂ウ,1215,8,15,5,6,9,14,11,10,14,7,8,11,6,7,15,13,8,10,7,14,9,11,27,20,20,17,17,21,13,28,21,13,29,22,22,15,17,23,17,12,22,13,7,11,9,10,18,15,17,14,21,13,13,28,18,23,13,15,14,18,13,12,12,12,14,14,18,10,10,15,9,28,13,16,11,9,12,13,11,9,9,12,8,9,6,5,5,2,4,6,0,0,1,1,0,0,1,1,0,0,0
隘ソ逕コ,繝九す繝√Ι繧ヲ,逕キ,993,8,10,6,3,6,5,1,8,2,7,11,6,9,8,9,5,8,11,11,10,9,15,15,8,12,23,21,16,17,21,20,17,21,23,17,17,15,13,12,16,9,13,13,9,7,15,9,19,11,17,19,18,12,17,21,25,13,7,19,14,14,12,11,21,13,15,15,11,5,11,14,16,5,4,8,11,4,10,6,5,4,3,4,0,4,1,0,1,2,1,0,1,0,0,0,0,1,0,1,0,0
隘ソ逕コ,繝九す繝√Ι繧ヲ,螂ウ,1121,14,4,8,5,0,5,5,5,5,5,4,7,7,9,8,10,7,9,10,11,13,9,16,17,18,14,20,19,22,26,21,19,16,27,12,15,11,21,12,10,17,8,14,20,10,11,15,10,19,12,8,13,22,20,21,22,12,15,16,22,22,18,16,11,16,15,21,13,18,12,13,12,16,17,11,12,7,14,12,8,8,11,7,5,4,2,5,1,2,0,2,3,1,1,1,0,1,0,0,0,0
蟯。譚台クク∫岼,繧ェ繧ォ繝　繝ゥ1,逕キ,1154,5,8,10,8,5,4,7,8,9,12,4,17,11,8,12,11,13,18,12,10,12,13,26,20,16,12,12,11,20,16,14,14,18,14,13,2,11,22,19,12,25,24,10,27,20,19,19,21,23,22,12,24,18,25,35,24,10,20,17,14,15,20,12,17,10,14,11,16,11,8,9,15,10,11,5,9,9,6,5,5,9,3,5,5,4,5,2,1,0,1,0,0,1,0,0,2,0,0,0,0,0
蟯。譚台クク∫岼,繧ェ繧ォ繝　繝ゥ1,螂ウ,1212,4,4,6,9,6,5,11,10,4,8,11,11,12,12,8,17,20,15,17,16,12,15,15,8,12,21,11,9,13,19,13,12,13,13,19,17,9,15,27,15,17,20,12,27,15,14,12,11,20,21,15,20,24,20,28,14,22,14,19,23,17,18,17,11,7,13,13,19,9,14,18,14,19,12,22,9,9,15,9,11,16,7,7,8,6,4,7,5,6,0,1,4,0,1,0,1,0,0,1,0,0
蟯。譚台コ御ク∫岼,繧ェ繧ォ繝　繝ゥ2,逕キ,536,3,4,4,0,1,2,0,5,6,4,5,6,4,6,8,5,4,11,6,6,6,5,9,4,10,9,6,8,6,6,8,5,7,12,7,3,9,12,6,6,7,4,5,6,11,4,8,10,10,13,5,14,10,10,12,10,9,12,8,12,3,5,10,6,11,6,5,5,7,6,5,9,5,5,3,4,6,5,5,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蟯。譚台コ御ク∫岼,繧ェ繧ォ繝　繝ゥ2,螂ウ,528,2,2,5,1,3,2,1,4,2,5,7,8,11,5,5,10,6,7,5,3,5,9,9,9,4,8,3,11,5,9,7,6,5,6,4,6,5,5,11,7,5,6,8,7,10,4,8,8,6,12,9,10,7,8,10,6,12,5,5,7,10,6,9,7,15,7,6,6,6,3,8,5,7,6,3,7,4,6,2,3,5,2,1,3,0,2,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0
蟯。譚台ク我ク∫岼,繧ェ繧ォ繝　繝ゥ3,逕キ,1558,16,14,14,11,20,21,27,19,19,26,16,11,15,19,18,14,18,17,17,19,18,10,15,16,17,14,14,9,19,22,25,12,19,22,17,34,26,31,24,35,18,34,31,17,24,22,31,28,20,33,17,25,24,27,23,31,16,18,19,25,30,19,21,10,11,20,19,17,8,12,15,19,15,15,10,12,8,9,11,6,5,3,2,3,4,2,2,4,5,2,3,0,1,0,1,0,0,1,0,0,0
蟯。譚台ク我ク∫岼,繧ェ繧ォ繝　繝ゥ3,螂ウ,1599,7,13,17,15,15,18,12,28,23,17,17,17,16,18,15,14,16,12,21,8,17,14,15,13,21,12,11,14,19,16,35,29,23,18,26,27,28,28,34,28,27,36,22,29,26,15,16,19,22,22,18,14,18,20,20,26,13,21,15,21,16,29,16,12,26,14,27,24,20,14,26,22,18,15,11,15,11,16,5,7,10,7,13,7,7,7,7,5,5,6,5,1,1,1,1,1,2,1,0,0,1
蟯。譚大屁荳∫岼,繧ェ繧ォ繝　繝ゥ4,逕キ,1443,14,9,10,16,9,16,12,9,7,16,12,8,10,13,15,12,17,11,18,23,11,21,24,20,27,26,24,26,27,27,23,27,30,25,26,29,23,19,20,28,14,22,24,17,14,13,14,13,15,17,20,8,30,23,17,18,20,17,27,28,15,21,32,14,17,13,18,18,30,11,20,15,15,13,10,8,7,5,4,7,3,9,1,6,6,1,3,2,5,1,1,1,0,0,0,0,0,0,0,0,0
蟯。譚大屁荳∫岼,繧ェ繧ォ繝　繝ゥ4,螂ウ,1437,11,13,14,8,10,14,9,19,11,14,11,9,11,10,9,11,15,15,14,13,13,18,18,10,17,24,12,20,31,23,28,22,24,13,29,35,16,17,27,16,22,15,18,7,6,18,20,21,15,15,20,16,23,25,31,18,15,18,24,20,29,20,17,16,25,23,18,17,18,15,16,20,18,10,14,19,12,8,14,5,9,10,19,8,9,5,6,4,1,1,1,2,1,0,4,1,1,0,0,0,0
蟯。譚台コ比ク∫岼,繧ェ繧ォ繝　繝ゥ5,逕キ,989,10,6,6,8,10,7,6,8,13,12,10,11,10,9,10,8,5,8,7,7,12,11,13,9,10,13,9,14,12,22,18,19,25,18,9,14,11,9,14,13,10,12,13,16,20,9,16,16,15,14,11,14,21,21,22,18,9,16,9,16,18,16,8,16,12,18,12,15,13,16,11,11,9,13,9,7,7,7,7,1,4,3,3,2,0,1,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0
蟯。譚台コ比ク∫岼,繧ェ繧ォ繝　繝ゥ5,螂ウ,1001,5,7,10,10,7,10,7,10,13,7,13,9,5,11,6,11,8,9,8,11,17,13,9,12,12,8,7,8,14,9,12,22,13,20,11,7,15,18,17,15,10,23,15,5,13,6,11,14,14,19,18,15,17,24,18,20,11,10,16,17,20,15,14,9,13,15,16,14,12,15,16,9,11,11,8,11,7,7,4,5,8,3,4,2,3,3,1,0,4,3,0,0,1,0,1,3,0,0,0,0,1
蟯。譚大荳∫岼,繧ェ繧ォ繝　繝ゥ6,逕キ,636,3,7,5,3,6,8,4,9,10,5,5,10,3,5,9,6,5,10,0,2,12,6,13,7,9,7,8,5,8,4,8,9,11,12,6,8,6,10,13,8,10,16,4,7,13,10,6,7,7,7,9,21,14,12,17,14,9,11,11,7,13,10,13,4,10,9,7,6,8,10,5,6,11,4,6,2,3,2,0,0,2,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
蟯。譚大荳∫岼,繧ェ繧ォ繝　繝ゥ6,螂ウ,604,4,5,8,4,5,8,6,3,2,7,7,6,8,4,8,7,6,5,5,11,8,3,11,5,7,4,12,6,5,7,6,11,7,11,10,7,7,8,2,14,7,12,9,6,6,8,2,10,4,10,10,13,11,10,16,8,5,4,15,15,10,10,10,7,3,8,6,7,8,16,5,6,5,7,5,4,3,9,3,1,0,1,3,2,2,0,3,3,0,1,1,0,2,1,1,0,0,0,0,0,0
蟯。譚台クク∫岼,繧ェ繧ォ繝　繝ゥ7,逕キ,1000,8,6,7,7,7,7,5,9,9,11,7,12,6,6,11,7,12,11,18,13,14,10,10,21,11,13,12,13,17,19,9,21,18,22,10,17,9,11,16,13,9,9,11,6,15,13,13,26,12,13,12,15,18,22,31,15,12,11,15,15,15,17,11,14,19,13,15,17,10,14,14,11,11,6,8,13,3,5,7,3,4,4,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
蟯。譚台クク∫岼,繧ェ繧ォ繝　繝ゥ7,螂ウ,1007,4,5,4,9,6,8,6,7,3,12,9,10,5,13,11,12,13,12,13,14,15,15,11,13,14,18,12,10,13,15,8,13,13,14,9,13,3,13,16,10,12,9,9,12,20,11,13,15,11,13,11,18,21,24,16,20,17,11,14,19,21,20,22,16,11,20,19,15,10,19,5,15,12,10,8,6,5,7,9,6,3,4,4,2,3,2,1,1,0,2,2,2,0,1,0,0,1,2,0,0,1
蟯。譚大荳∫岼,繧ェ繧ォ繝　繝ゥ8,逕キ,954,8,14,9,12,10,11,9,14,11,7,8,6,11,15,11,11,14,15,16,21,11,8,10,12,13,7,12,12,10,15,26,9,13,14,17,14,11,20,15,16,13,17,17,15,12,7,14,18,11,21,22,10,11,10,17,19,10,10,11,13,8,15,13,5,13,11,9,13,15,8,8,5,3,12,5,6,7,4,4,3,2,1,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
蟯。譚大荳∫岼,繧ェ繧ォ繝　繝ゥ8,螂ウ,1055,7,14,11,7,14,6,9,16,12,11,10,12,9,9,18,19,16,18,20,11,15,17,16,19,12,13,12,13,7,19,12,10,19,17,12,15,18,17,20,16,19,3,17,22,14,10,20,13,15,18,22,13,10,12,14,11,14,8,18,16,17,14,15,11,11,14,12,12,12,8,11,9,8,11,9,7,6,4,3,4,4,3,4,0,0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,0
魑ウ逕コ,繧ェ繧ェ繝医Μ繝√Ι繧ヲ,逕キ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
魑ウ逕コ,繧ェ繧ェ繝医Μ繝√Ι繧ヲ,螂ウ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蝮ゆク狗伴,繧オ繧ォ繧キ繧ソ繝√Ι繧ヲ,逕キ,596,2,6,5,5,8,7,7,6,2,5,6,8,4,7,9,7,5,6,5,3,4,4,6,8,10,8,8,16,13,9,9,5,13,9,8,14,5,12,12,14,8,13,8,9,9,5,13,5,9,10,6,9,15,9,13,10,5,4,13,7,10,6,7,8,4,3,6,3,8,1,6,6,3,9,2,3,5,3,1,5,4,2,1,0,2,1,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0
蝮ゆク狗伴,繧オ繧ォ繧キ繧ソ繝√Ι繧ヲ,螂ウ,589,1,4,2,6,2,4,6,5,2,4,5,6,5,5,6,7,6,6,4,1,7,3,10,7,11,11,10,9,8,10,8,10,1,13,12,8,8,7,11,11,10,7,12,13,8,2,4,3,9,7,9,7,11,6,11,16,6,12,7,11,4,5,4,7,12,4,5,6,5,6,9,8,9,9,6,2,3,9,4,2,6,5,4,1,1,2,1,2,4,5,4,0,1,0,0,0,1,0,0,0,0
